Address,Cost,Property Type,Bedrooms,Bathrooms,Latitude,Longitude,Closest Gov Secondary School,Gov Secondary Distance,Age under 20,Age 20-39,Age 40-59,Age 60+,Postcode
"5 Carinya Court, North Bendigo VIC 3550",$490.00 per week,House,3,1,-36.7370911,144.2911017,Weeroona College Bendigo,0.6 km away,11%,22%,16%,51%,3550
"1 Dyason Ct, Long Gully VIC 3550",$400 weekly,House,3,1,-36.7518238,144.2567589,Bendigo Senior Secondary College,2.1 km away,36%,27%,22%,14%,3550
"5a Prouses Road, North Bendigo VIC 3550",$430,House,3,1,-36.7425592,144.2746474,Bendigo Senior Secondary College,1.5 km away,25%,27%,29%,20%,3550
"35 Nabilla Crescent, Strathdale VIC 3550",$500 per week,House,3,2,-36.7731051,144.3134444,Bendigo South East 7-10 Secondary College,1.3 km away,21%,19%,21%,39%,3550
"12 Breen Street, Quarry Hill VIC 3550",$400.00 Per Week,House,3,1,-36.7688882,144.2790805,Bendigo Senior Secondary College,1.5 km away,20%,33%,28%,19%,3550
"20 Ewing Court, Flora Hill VIC 3550",$430.00 per week,House,3,1,-36.7718759,144.2948719,Bendigo South East 7-10 Secondary College,0.6 km away,22%,38%,24%,16%,3550
"6 Thomas Street, Ironbark VIC 3550",$440 per week,House,3,1,-36.7509523,144.2621159,Bendigo Senior Secondary College,1.6 km away,19%,19%,25%,37%,3550
"4/9 Saunders Street, West Bendigo VIC 3550",$450.00 Per Week,House,3,1,-36.7568767,144.2471991,Bendigo Senior Secondary College,2.9 km away,24%,24%,28%,24%,3550
"2 Ascot Ct, North Bendigo VIC 3550",$500 weekly,House,3,2,-36.740467,144.2805223,Weeroona College Bendigo,1.6 km away,25%,33%,19%,23%,3550
"4 Gleeson Street, White Hills VIC 3550",$480.00 per week,House,3,1,-36.742056,144.2979768,Weeroona College Bendigo,0.3 km away,24%,30%,26%,20%,3550
"2/15 Claire Court, Kennington VIC 3550",$460 Per Week,House,3,2,-36.7633659,144.3035757,Bendigo South East 7-10 Secondary College,1.5 km away,20%,31%,22%,27%,3550
"320 Barnard Street, Ironbark VIC 3550",$490.00 per week,House,4,2,-36.7585864,144.2670577,Bendigo Senior Secondary College,1.2 km away,20%,30%,31%,19%,3550
"2/18A Elwood Drive, Strathdale VIC 3550",$680 per week,House,4,2,-36.7673049,144.3207776,Bendigo South East 7-10 Secondary College,2.2 km away,27%,17%,23%,33%,3550
"83 Bayne Street, North Bendigo VIC 3550",$420.00 Per Week,House,4,1,-36.742115,144.2759125,Bendigo Senior Secondary College,1.5 km away,25%,33%,19%,23%,3550
"59 Rohs Road, East Bendigo VIC 3550",$500 per week,House,4,2,-36.7392987,144.3158608,Weeroona College Bendigo,1.6 km away,25%,25%,26%,23%,3550
"16 Michelsen Street, North Bendigo VIC 3550",$800.00 per week - Fully Furnished,House,4,2,-36.7478971,144.2755007,Bendigo Senior Secondary College,0.9 km away,21%,45%,20%,14%,3550
"84 Sternberg Street, Bendigo VIC 3550",$780 - Fully Furnished,House,4,2,-36.7664744,144.2920131,Bendigo South East 7-10 Secondary College,1.3 km away,27%,31%,29%,13%,3550
"3/78 Somerville Street, Flora Hill VIC 3550",$700 - Fully Furnished,House,4,2,-36.7763742,144.288651,Bendigo South East 7-10 Secondary College,1 km away,20%,28%,25%,27%,3550
"106 Mollison Street, Bendigo VIC 3550",$790 - Fully Furnished,House,4,3,-36.7618625,144.2845787,Bendigo Senior Secondary College,0.9 km away,16%,28%,27%,28%,3550
Bendigo VIC 3550,Rent2own,House,4,2,-36.75961960000001,144.2785764,Bendigo Senior Secondary College,0.5 km away,17%,31%,26%,26%,3550
"4/16 Burn Street, Golden Square VIC 3555",$460 per week,Apartment,3,2,-36.7679281,144.2577592,Bendigo Senior Secondary College,2.4 km away,21%,31%,27%,21%,3555
"43 Railway Street, Kangaroo Flat VIC 3555",$460.00,House,2,1,-36.8010911,144.2466659,Crusoe 7-10 Secondary College,1.6 km away,19%,31%,23%,28%,3555
"134 Lockwood Road, Kangaroo Flat VIC 3555",$370 Per Week,House,2,1,-36.7979036,144.2277227,Crusoe 7-10 Secondary College,1 km away,23%,23%,23%,32%,3555
"11 Bank Street, Kangaroo Flat VIC 3555",$430 per week,House,2,1,-36.8013206,144.2462664,Crusoe 7-10 Secondary College,1.6 km away,19%,31%,23%,28%,3555
"20 Mockridge Drive, Kangaroo Flat VIC 3555",$460.00 per week,House,3,1,-36.7896602,144.2310366,Crusoe 7-10 Secondary College,0.3 km away,22%,25%,25%,28%,3555
"10 Park Avenue, Golden Square VIC 3555",$480.00 per week,House,3,2,-36.7719831,144.2378608,Crusoe 7-10 Secondary College,2.1 km away,28%,28%,24%,20%,3555
"2 Graham Street, Kangaroo Flat VIC 3555",$450 per week,House,3,1,-36.7907916,144.2458129,Crusoe 7-10 Secondary College,1 km away,25%,32%,24%,18%,3555
"1/64 Chum St, Golden Square VIC 3555",$440.00,House,3,1,-36.7625873,144.2550708,Bendigo Senior Secondary College,2.3 km away,23%,31%,23%,23%,3555
"26 John Street, Kangaroo Flat VIC 3555",$460,House,3,1,-36.7856175,144.2396471,Crusoe 7-10 Secondary College,0.7 km away,27%,21%,25%,26%,3555
"1/17 Church Street, Kangaroo Flat VIC 3555",$495,House,3,2,-36.7977589,144.2454925,Crusoe 7-10 Secondary College,1.3 km away,19%,31%,23%,28%,3555
"27 Irontree Close, Kangaroo Flat VIC 3555",$530 Per Week,House,3,2,-36.8029387,144.2314012,Crusoe 7-10 Secondary College,1.4 km away,34%,29%,25%,12%,3555
"29 Barnett Drive, Kangaroo Flat VIC 3555",$520 per week,House,3,2,-36.8160556,144.235353,Crusoe 7-10 Secondary College,2.8 km away,18%,21%,22%,39%,3555
"17 Olympic Parade, Kangaroo Flat VIC 3555",$350 pw,House,3,1,-36.7948936,144.2376678,Crusoe 7-10 Secondary College,0.6 km away,23%,23%,23%,32%,3555
"345B High Street, Kangaroo Flat VIC 3555",$420 Per Week,House,3,2,-36.8157134,144.2393258,Crusoe 7-10 Secondary College,2.8 km away,22%,24%,22%,33%,3555
"5 Chapel Street, Kangaroo Flat VIC 3555",$400 pw,House,3,1,-36.7983575,144.2457504,Crusoe 7-10 Secondary College,1.3 km away,19%,31%,23%,28%,3555
"3 Elliott Street, Golden Square VIC 3555",$470.00 per week,House,3,2,-36.780483,144.2490235,Crusoe 7-10 Secondary College,1.7 km away,23%,27%,25%,24%,3555
"10 Hunter Street, Golden Square VIC 3555",$460 Per Week,House,3,1,-36.77723210000001,144.258528,Crusoe 7-10 Secondary College,2.6 km away,22%,27%,19%,31%,3555
"202 Mackenzie Street West, Kangaroo Flat VIC 3555",$460 Per Week,House,3,1,-36.7850134,144.2429404,Crusoe 7-10 Secondary College,1 km away,27%,21%,25%,26%,3555
"13 Ucres Way, Golden Square VIC 3555",$660.00 per week - Fully Furnished,House,3,2,-36.7821223,144.2377531,Crusoe 7-10 Secondary College,1 km away,27%,31%,27%,16%,3555
"29 Specimen Hill Road, Golden Square VIC 3555",$700 pw,House,3,1,-36.7684381,144.2494806,Crusoe 7-10 Secondary College,2.8 km away,21%,31%,21%,27%,3555
"33A Pallett Street, Golden Square VIC 3555",$580 - Fully Furnished,House,3,2,-36.7647646,144.251466,Bendigo Senior Secondary College,2.7 km away,22%,31%,19%,28%,3555
"2/31 Booth Street, Golden Square VIC 3555",$660 - Fully Furnished,House,3,2,-36.7671327,144.259216,Bendigo Senior Secondary College,2.3 km away,21%,31%,27%,21%,3555
"1/13 Weeroona Avenue, North Bendigo VIC 3550",$280.00 per week,Apartment,1,1,-36.7445979,144.2896934,Weeroona College Bendigo,1 km away,26%,30%,23%,21%,3550
"4/126 Edwards Road, Strathdale VIC 3550",$360.00 per week,Apartment,2,1,-36.775927,144.3029503,Bendigo South East 7-10 Secondary College,0.3 km away,17%,36%,20%,27%,3550
"2/9 Reception Avenue, Strathdale VIC 3550",$350 Per Week,Apartment,2,1,-36.7605029,144.3119873,Bendigo South East 7-10 Secondary College,2.1 km away,24%,25%,23%,28%,3550
"3/24 Hopetoun St, Bendigo VIC 3550",$360 Per Week,Apartment,2,1,-36.75708590000001,144.2869096,Bendigo Senior Secondary College,0.7 km away,16%,28%,27%,28%,3550
"2/28 Hewitt Avenue, Kennington VIC 3550",$360 per week,Apartment,2,1,-36.7679948,144.3034729,Bendigo South East 7-10 Secondary College,1 km away,22%,31%,21%,26%,3550
"1/2 Towers Street, Flora Hill VIC 3550",$390 pw,Apartment,2,1,-36.780723,144.291117,Bendigo South East 7-10 Secondary College,0.9 km away,23%,39%,22%,16%,3550
"9/23 Hallam Street, Quarry Hill VIC 3550",$450 Per Week FULLY FURNISHED,Apartment,2,1,-36.7738796,144.2863285,Bendigo South East 7-10 Secondary College,1.2 km away,28%,25%,34%,13%,3550
"10/23 Hallam Street, Quarry Hill VIC 3550",$450 Per Week FULLY FURNISHED,Apartment,2,1,-36.7738796,144.2863285,Bendigo South East 7-10 Secondary College,1.2 km away,28%,25%,34%,13%,3550
"1/53 Bobs Street, White Hills VIC 3550",$320 pw,Apartment,2,1,-36.7408109,144.2990674,Weeroona College Bendigo,0.2 km away,24%,30%,26%,20%,3550
"103/2 Queen Street, Bendigo VIC 3550",$580.00 per week - Fully Furnished,Apartment,2,1,-36.7601171,144.2815533,Bendigo Senior Secondary College,0.6 km away,16%,28%,27%,28%,3550
"2/23 View Point, Bendigo VIC 3550",$780.00 per week - Fully Furnished,Apartment,2,2,-36.7591464,144.2777281,Bendigo Senior Secondary College,0.5 km away,20%,31%,25%,23%,3550
"5/7-9 View Point, Bendigo VIC 3550",$520 - Fully Furnished,Apartment,2,1,-36.7596172,144.2774632,Bendigo Senior Secondary College,0.5 km away,20%,31%,25%,23%,3550
"23 Hallam Street, Quarry Hill VIC 3550",$440 Fully Furnished,Apartment,2,1,-36.7741058,144.2862249,Bendigo South East 7-10 Secondary College,1.2 km away,28%,25%,34%,13%,3550
"8/20 Glencoe Street, Kennington VIC 3550",$410 weekly,Apartment,3,1,-36.7647897,144.2977662,Bendigo South East 7-10 Secondary College,1.3 km away,20%,30%,27%,23%,3550
"8/12A Lawson Street, Spring Gully VIC 3550",$450 pw,Apartment,3,1,-36.7862525,144.2822693,Bendigo South East 7-10 Secondary College,1.9 km away,27%,27%,27%,19%,3550
"26 Reception Avenue, Strathdale VIC 3550",$390 per week,House,2,1,-36.7620862,144.31283,Bendigo South East 7-10 Secondary College,2 km away,24%,25%,23%,28%,3550
"14 Royal Avenue, Kennington VIC 3550",$440.00 Per Week,House,2,1,-36.76086129999999,144.291515,Bendigo Senior Secondary College,1.2 km away,25%,22%,21%,32%,3550
"4B Thunder Street, Bendigo VIC 3550",$380 Per Week,House,2,1,-36.7470241,144.2850478,Bendigo Senior Secondary College,1 km away,23%,32%,27%,18%,3550
"6/27 Nish Street, Flora Hill VIC 3550",$350.00 Per Week,House,2,1,-36.7702945,144.2964597,Bendigo South East 7-10 Secondary College,0.7 km away,22%,38%,24%,16%,3550
"158 Mitchell Street, Quarry Hill VIC 3550",$530.00 per week - Fully Furnished,House,2,1,-36.76809739999999,144.2853746,Bendigo Senior Secondary College,1.5 km away,20%,33%,28%,19%,3550
"1 Aviary Court, Strathdale VIC 3550",$350 pw,House,2,1,-36.7726558,144.3123136,Bendigo South East 7-10 Secondary College,1.2 km away,21%,19%,21%,39%,3550
"1/46 Lansell Street, East Bendigo VIC 3550",$590 - Per Week FULLY FURNISHED,House,2,1,-36.7557951,144.2983089,Bendigo Senior Secondary College,1.7 km away,20%,33%,25%,22%,3550
"1/113 Bridge Street, Bendigo VIC 3550",$480 - Fully Furnished,House,2,1,-36.74879689999999,144.2866739,Bendigo Senior Secondary College,0.9 km away,17%,31%,26%,26%,3550
"1/65 McIvor Rd, Bendigo VIC 3550",$560.00 per week - Fully Furnished,House,2,1,-36.7575899,144.2948712,Bendigo Senior Secondary College,1.4 km away,20%,33%,25%,22%,3550
"105 Lucan Street, Bendigo VIC 3550",$580.00 per week - Fully Furnished,House,2,1,-36.7497342,144.284247,Bendigo Senior Secondary College,0.7 km away,17%,31%,26%,26%,3550
"59 Mundy Street, Bendigo VIC 3550",$550 - Fully Furnished,House,2,1,-36.7602674,144.2864145,Bendigo Senior Secondary College,0.8 km away,16%,28%,27%,28%,3550
"1/164 Neale Street, Flora Hill VIC 3550",$470 per week - Fully Furnished,House,2,1,-36.7779535,144.2912571,Bendigo South East 7-10 Secondary College,0.7 km away,21%,43%,20%,16%,3550
"2/19 Creek Street, Bendigo VIC 3550",$670.00 per week - Fully Furnished,House,2,1,-36.7629937,144.2752968,Bendigo Senior Secondary College,1 km away,18%,32%,24%,26%,3550
"101 Queen Street, Bendigo VIC 3550",$650 Fully Furnished,House,2,2,-36.7636911,144.2774131,Bendigo Senior Secondary College,1 km away,18%,32%,24%,26%,3550
"11 Pyke Street, Quarry Hill VIC 3550",$560.00 per week - Fully Furnished,House,2,1,-36.7695861,144.2852924,Bendigo South East 7-10 Secondary College,1.5 km away,27%,27%,28%,18%,3550
"15 Uley Street, Bendigo VIC 3550",$550 - Fully Furnished,House,2,1,-36.7512,144.2830523,Bendigo Senior Secondary College,0.5 km away,17%,31%,26%,26%,3550
"51 Gladstone Street, Quarry Hill VIC 3550",$580 per week - Fully Furnished,House,2,1,-36.7679419,144.2816444,Bendigo Senior Secondary College,1.4 km away,20%,33%,28%,19%,3550
"4/17 Bobs Street, Bendigo VIC 3550",$620 FULLY FURNISHED,House,2,1,-36.7456159,144.294778,Weeroona College Bendigo,0.8 km away,26%,26%,29%,19%,3550
"9B Holt Street, Bendigo VIC 3550",$540 - Fully Furnished,House,2,2,-36.7540011,144.2877205,Bendigo Senior Secondary College,0.7 km away,17%,31%,26%,26%,3550
"1/164 Arnold Street, Bendigo VIC 3550",$580 Fully Furnished,House,2,1,-36.74777210000001,144.2799944,Bendigo Senior Secondary College,0.8 km away,23%,32%,27%,18%,3550
"17 Beischer Street, Strathdale VIC 3550",$550 per week,House,3,2,-36.7567285,144.3091153,Weeroona College Bendigo,2.2 km away,17%,27%,22%,34%,3550
"37 Beischer Street, Strathdale VIC 3550",$510,House,3,2,-36.75463,144.3086723,Weeroona College Bendigo,2 km away,17%,27%,22%,34%,3550
"246 Napier St, Bendigo VIC 3550",$470 weekly,House,3,1,-36.7512041,144.2900073,Bendigo Senior Secondary College,1 km away,26%,26%,29%,19%,3550
"178 Crook Street, Strathdale VIC 3550",$460.00 per week,House,3,2,-36.7572589,144.3128034,Weeroona College Bendigo,2.4 km away,17%,27%,22%,34%,3550
"35A Honeysuckle St, Bendigo VIC 3550",$480.00,House,3,2,-36.7628719,144.2664945,Bendigo Senior Secondary College,1.5 km away,22%,27%,28%,23%,3550
"139 Barnard Street, Bendigo VIC 3550",$480.00 per week,House,3,2,-36.7512887,144.2822417,Bendigo Senior Secondary College,0.5 km away,17%,31%,26%,26%,3550
"1 Reef Street, Bendigo VIC 3550",$600 per week- Fully Furnished,House,3,1,-36.7591614,144.2673632,Bendigo Senior Secondary College,1.2 km away,22%,27%,28%,23%,3550
"11 Lobb Street, North Bendigo VIC 3550",$460.00 Per Week,House,3,1,-36.7423878,144.2793831,Bendigo Senior Secondary College,1.4 km away,25%,33%,19%,23%,3550
"14 Deakin Drive, Flora Hill VIC 3550",$490.00 per week,House,3,2,-36.7875194,144.2984856,Bendigo South East 7-10 Secondary College,1.3 km away,30%,23%,33%,14%,3550
"5 Carinya Court, North Bendigo VIC 3550",$490.00 per week,House,3,1,-36.7370911,144.2911017,Weeroona College Bendigo,0.6 km away,11%,22%,16%,51%,3550
"1 Dyason Ct, Long Gully VIC 3550",$400 weekly,House,3,1,-36.7518238,144.2567589,Bendigo Senior Secondary College,2.1 km away,36%,27%,22%,14%,3550
"5a Prouses Road, North Bendigo VIC 3550",$430,House,3,1,-36.7425592,144.2746474,Bendigo Senior Secondary College,1.5 km away,25%,27%,29%,20%,3550
"35 Nabilla Crescent, Strathdale VIC 3550",$500 per week,House,3,2,-36.7731051,144.3134444,Bendigo South East 7-10 Secondary College,1.3 km away,21%,19%,21%,39%,3550
"12 Breen Street, Quarry Hill VIC 3550",$400.00 Per Week,House,3,1,-36.7688882,144.2790805,Bendigo Senior Secondary College,1.5 km away,20%,33%,28%,19%,3550
"20 Ewing Court, Flora Hill VIC 3550",$430.00 per week,House,3,1,-36.7718759,144.2948719,Bendigo South East 7-10 Secondary College,0.6 km away,22%,38%,24%,16%,3550
"6 Thomas Street, Ironbark VIC 3550",$440 per week,House,3,1,-36.7509523,144.2621159,Bendigo Senior Secondary College,1.6 km away,19%,19%,25%,37%,3550
"4/9 Saunders Street, West Bendigo VIC 3550",$450.00 Per Week,House,3,1,-36.7568767,144.2471991,Bendigo Senior Secondary College,2.9 km away,24%,24%,28%,24%,3550
"2 Ascot Ct, North Bendigo VIC 3550",$500 weekly,House,3,2,-36.740467,144.2805223,Weeroona College Bendigo,1.6 km away,25%,33%,19%,23%,3550
"4 Gleeson Street, White Hills VIC 3550",$480.00 per week,House,3,1,-36.742056,144.2979768,Weeroona College Bendigo,0.3 km away,24%,30%,26%,20%,3550
"2/15 Claire Court, Kennington VIC 3550",$460 Per Week,House,3,2,-36.7633659,144.3035757,Bendigo South East 7-10 Secondary College,1.5 km away,20%,31%,22%,27%,3550
"320 Barnard Street, Ironbark VIC 3550",$490.00 per week,House,4,2,-36.7585864,144.2670577,Bendigo Senior Secondary College,1.2 km away,20%,30%,31%,19%,3550
"2/18A Elwood Drive, Strathdale VIC 3550",$680 per week,House,4,2,-36.7673049,144.3207776,Bendigo South East 7-10 Secondary College,2.2 km away,27%,17%,23%,33%,3550
"83 Bayne Street, North Bendigo VIC 3550",$420.00 Per Week,House,4,1,-36.742115,144.2759125,Bendigo Senior Secondary College,1.5 km away,25%,33%,19%,23%,3550
"59 Rohs Road, East Bendigo VIC 3550",$500 per week,House,4,2,-36.7392987,144.3158608,Weeroona College Bendigo,1.6 km away,25%,25%,26%,23%,3550
"16 Michelsen Street, North Bendigo VIC 3550",$800.00 per week - Fully Furnished,House,4,2,-36.7478971,144.2755007,Bendigo Senior Secondary College,0.9 km away,21%,45%,20%,14%,3550
"84 Sternberg Street, Bendigo VIC 3550",$780 - Fully Furnished,House,4,2,-36.7664744,144.2920131,Bendigo South East 7-10 Secondary College,1.3 km away,27%,31%,29%,13%,3550
"3/78 Somerville Street, Flora Hill VIC 3550",$700 - Fully Furnished,House,4,2,-36.7763742,144.288651,Bendigo South East 7-10 Secondary College,1 km away,20%,28%,25%,27%,3550
"106 Mollison Street, Bendigo VIC 3550",$790 - Fully Furnished,House,4,3,-36.7618625,144.2845787,Bendigo Senior Secondary College,0.9 km away,16%,28%,27%,28%,3550
Bendigo VIC 3550,Rent2own,House,4,2,-36.75961960000001,144.2785764,Bendigo Senior Secondary College,0.5 km away,17%,31%,26%,26%,3550
"6/58 Riverine Street, Bairnsdale VIC 3875",Under Application,Apartment,1,1,-37.8225539,147.6279169,Bairnsdale Secondary College,1.2 km away,24%,21%,25%,30%,3875
"2A Allison Court, Bairnsdale VIC 3875",$380 per week,Apartment,2,1,-37.8233647,147.6008655,Bairnsdale Secondary College,2.1 km away,21%,26%,22%,31%,3875
"5/8 Pinnock Street, Bairnsdale VIC 3875",$300 per week,Apartment,2,1,-37.8203685,147.620827,Bairnsdale Secondary College,1.3 km away,20%,21%,25%,34%,3875
"220A Nicholson Street, Bairnsdale VIC 3875",$500 per week,Apartment,3,2,-37.8273662,147.6175344,Bairnsdale Secondary College,0.7 km away,23%,21%,23%,33%,3875
"29 Dwyer Street, Wy Yung VIC 3875",$380.00 pw,House,2,1,-37.8056286,147.6155811,Bairnsdale Secondary College,3 km away,27%,22%,24%,27%,3875
"99 Princes Highway, Lucknow VIC 3875",$495 per week,House,2,2,-37.8187178,147.6510991,Bairnsdale Secondary College,3 km away,25%,26%,23%,26%,3875
"2 Warde Street, Bairnsdale VIC 3875",$535.00 pw,House,3,2,-37.8185261,147.6188043,Bairnsdale Secondary College,1.5 km away,10%,19%,19%,51%,3875
"3 Rupert Street, Bairnsdale VIC 3875",$450.00 pw,House,3,1,-37.8298524,147.6323285,Bairnsdale Secondary College,0.9 km away,17%,23%,25%,35%,3875
"2/6 Garden Avenue, Bairnsdale VIC 3875",$400 wk,House,3,1,-37.8215704,147.6087663,Bairnsdale Secondary College,1.6 km away,23%,27%,21%,29%,3875
"25 Turnbull Street, Bairnsdale VIC 3875",$440.00 pw,House,3,1,-37.8221746,147.6209218,Bairnsdale Secondary College,1.1 km away,20%,21%,25%,34%,3875
"85 Moroney Street, Bairnsdale VIC 3875",$370 wk,House,3,1,-37.8224505,147.6041456,Bairnsdale Secondary College,1.9 km away,21%,26%,22%,31%,3875
"56 Great Alpine Road, Lucknow VIC 3875",$420 per week,House,3,1,-37.81444159999999,147.6483211,Bairnsdale Secondary College,3 km away,25%,26%,23%,26%,3875
"10 Francis Street, Bairnsdale VIC 3875",$450 per week,House,3,1,-37.8239413,147.6272895,Bairnsdale Secondary College,1 km away,24%,21%,25%,30%,3875
"83 Williams Parade, Bairnsdale VIC 3875",$470.00 per week,House,3,1,-37.8173022,147.6024971,Bairnsdale Secondary College,2.4 km away,24%,23%,22%,31%,3875
"19 Goodman Street, Bairnsdale VIC 3875",$480 wk,House,3,2,-37.8226526,147.5959888,Bairnsdale Secondary College,2.5 km away,20%,29%,23%,29%,3875
"28 Warbler Street, Bairnsdale VIC 3875",$550.00 pw,House,4,2,-37.8350435,147.5733378,Bairnsdale Secondary College,4.3 km away,26%,37%,18%,18%,3875
"145 Parkers Road, Wuk Wuk VIC 3875",$625.00 pw,House,4,2,-37.7583832,147.4288543,Bairnsdale Secondary College,18.9 km away,30%,18%,28%,24%,3875
"14 Argyle Street, Lucknow VIC 3875",$550 per week,House,4,2,-37.803011,147.652032,Bairnsdale Secondary College,4.2 km away,17%,17%,27%,40%,3875
"15 Camden Street, Lucknow VIC 3875",$550 per week,House,4,2,-37.8033374,147.6525595,Bairnsdale Secondary College,4.2 km away,17%,17%,27%,40%,3875
"16 Camden Street, Lucknow VIC 3875",$560.00 per week,House,4,2,-37.8035186,147.652849,Bairnsdale Secondary College,4.2 km away,17%,17%,27%,40%,3875
"404 Main Street, Bairnsdale VIC 3875",$470 per week,House,4,1,-37.8282454,147.6175556,Bairnsdale Secondary College,0.6 km away,23%,21%,23%,33%,3875
"26 Angophora Court, Lucknow VIC 3875",$560 per week,House,4,2,-37.8041609,147.6512699,Bairnsdale Secondary College,4 km away,17%,17%,27%,40%,3875
"8 Nielsen Way, East Bairnsdale VIC 3875",$500 wk,House,4,2,-37.82988,147.65588,Bairnsdale Secondary College,3 km away,33%,25%,23%,18%,3875
"1/16 Harrison Avenue, Benalla VIC 3672",$320 per week,Apartment,1,1,-36.5565976,145.9766518,,,22%,20%,21%,38%,3672
"11 Exton Crescent, Benalla VIC 3672",UNDER APPLICATION,House,2,1,-36.562473,145.9637933,,,21%,20%,24%,35%,3672
"17 Coster Street, Benalla VIC 3672",$350 per week,House,2,1,-36.5538232,145.9910101,,,15%,16%,23%,46%,3672
"18 Goodwin Street, Benalla VIC 3672",$390,House,2,1,-36.5484276,145.9720834,,,19%,25%,20%,37%,3672
"5 Mary Street, Benalla VIC 3672",$440,House,3,1,-36.5466687,145.9963169,,,25%,22%,24%,29%,3672
"5905 Midland Highway, Benalla VIC 3672",$455,House,3,1,-36.5345263,145.9807789,,,22%,18%,32%,28%,3672
"38 Cecil Street, Benalla VIC 3672",$550 per week,House,3,1,-36.5592252,145.9763631,,,15%,21%,22%,41%,3672
"8 Barkly Street, Benalla VIC 3672",$470 per week fully furnished,House,3,2,-36.5448714,145.988654,,,20%,23%,28%,29%,3672
"7 Ross Court, Benalla VIC 3672",$425 per week fully furnished,House,3,1,-36.5505225,145.9654007,,,21%,25%,23%,30%,3672
"34 Simkin Drive, Benalla VIC 3672",$570 per week,House,4,2,-36.5623781,145.9677013,,,21%,20%,24%,35%,3672
"31 Bourke Drive, Benalla VIC 3672",$570 per week,House,4,2,-36.5495059,145.9621706,,,28%,22%,23%,27%,3672
"28 Moran Street, Benalla VIC 3672",$570 per week,House,4,2,-36.5670015,145.9665209,,,23%,17%,26%,33%,3672
"41 Roe Street, Benalla VIC 3672",UNDER APPLICATION,House,4,1,-36.5400136,145.9847533,,,18%,21%,29%,32%,3672
"Unit 1,/4 Finch Street, Castlemaine VIC 3450",APPLICATIONS PENDING,Apartment,1,1,-37.0568632,144.2109575,Castlemaine Secondary College,2.3 km away,26%,13%,25%,36%,3450
"5 Treasure Street, Castlemaine VIC 3450",$310 per week,Apartment,1,1,-37.071673,144.2349488,Castlemaine Secondary College,1.9 km away,23%,25%,24%,29%,3450
"2/1 Johnstone Street, Castlemaine VIC 3450",$365 per week,Apartment,2,1,-37.0697652,144.2147889,Castlemaine Secondary College,0.8 km away,16%,17%,23%,44%,3450
"33 View Street, Castlemaine VIC 3450",$395 per week,House,2,1,-37.0614731,144.2076651,Castlemaine Secondary College,1.8 km away,26%,21%,26%,27%,3450
"4 Treasure Street, Castlemaine VIC 3450",$620 per week,House,3,1,-37.0722055,144.235024,Castlemaine Secondary College,1.9 km away,23%,25%,24%,29%,3450
"4 Lawrence Street, Castlemaine VIC 3450",$575 per week,House,3,2,-37.0760041,144.2062656,Castlemaine Secondary College,0.7 km away,24%,16%,29%,31%,3450
"34 Richards Road, Castlemaine VIC 3450",$400 per week,House,3,1,-37.0590042,144.2090632,Castlemaine Secondary College,2.1 km away,26%,21%,26%,27%,3450
"5 Butterworth Street, Castlemaine VIC 3450",$450 per week,House,3,2,-37.0650159,144.2062465,Castlemaine Secondary College,1.5 km away,33%,14%,21%,32%,3450
"51 Bowden Street, Castlemaine VIC 3450",Under application,House,3,1,-37.0632314,144.2100829,Castlemaine Secondary College,1.6 km away,26%,13%,25%,36%,3450
"26 Kennedy Street, Castlemaine VIC 3450",$480 per week,House,3,2,-37.063725,144.214836,Castlemaine Secondary College,1.5 km away,21%,11%,18%,49%,3450
"25 Lawrence Street, Castlemaine VIC 3450",*APPLICATION PENDING,House,3,1,-37.0758899,144.2106298,Castlemaine Secondary College,0.4 km away,17%,18%,31%,34%,3450
"4/28 Premier Street, Echuca VIC 3564",$275 per week,Apartment,1,1,-36.1425246,144.7486604,Echuca College,1.8 km away,23%,26%,23%,28%,3564
"1/57 Haverfield Street, Echuca VIC 3564",$230 per week,Apartment,1,1,-36.1398001,144.746259,Echuca College,1.5 km away,28%,25%,22%,25%,3564
"4/305 Ogilvie Ave, Echuca VIC 3564",$250,Apartment,1,1,-36.1407517,144.7419075,Echuca College,1.3 km away,25%,34%,21%,20%,3564
"5/53 Eyre Street, Echuca VIC 3564",$1734 calendar month,Apartment,2,1,-36.1342229,144.7581341,Echuca College,2.3 km away,19%,23%,23%,34%,3564
"1/61 Haverfield Street, Echuca VIC 3564",$310 per week,Apartment,2,1,-36.1397032,144.7462102,Echuca College,1.5 km away,28%,25%,22%,25%,3564
"1/37 Premier Street, Echuca VIC 3564",$1560 calendar month,Apartment,2,1,-36.1414339,144.7484468,Echuca College,1.8 km away,23%,26%,23%,28%,3564
"9/9 Campaspe Street, Echuca VIC 3564",$2687 calendar month,Apartment,2,2,-36.1205228,144.7449577,Echuca College,1.7 km away,19%,17%,31%,32%,3564
"138 Sturt Street, Echuca VIC 3564",$1625 calendar month,House,2,1,-36.1270402,144.75392,Echuca College,2 km away,18%,23%,24%,34%,3564
"1/1a Civic Avenue, Echuca VIC 3564",$2275 calendar month,House,3,2,-36.1441981,144.7471023,Echuca College,1.9 km away,28%,24%,24%,24%,3564
"125 Stawell Street, Echuca VIC 3564",$2774 calendar month,House,3,2,-36.133133,144.7629551,Echuca College,2.7 km away,25%,21%,24%,31%,3564
